,1,2,3,4,5
2010,0.019506160286067754,0.06382293626179944,0.20192519531581,0.8838442896605487,0.8309014184757741
2011,1.1695822642753924,3.2677698293017414,2.1785351984130457,3.3192930769954736,2.0648196310143465
2012,1.4931076909191452,2.3377045766753946,1.9520975877470985,2.9093522367996516,3.30773790785871
2013,0.23199894453601533,0.49485495679814945,0.5326128277646653,1.3368201862608573,2.4037130846403127
2014,0.3194578184347082,0.12138902262879153,0.1562676998556712,1.1130750195370558,1.289810439543773
2015,0.6721443178498393,0.5467669685461096,0.12711559061252314,0.6525416301489921,1.0014314928425359
2016,2.124143671666615,2.5452020745979067,2.289199530032813,1.8466301537035208,1.1948245699991449
2017,1.4036404083823457,2.183100111982992,2.27038379063107,3.1807017986222856,1.9621738903813064
2018,0.13757015421583635,0.2049958170693375,0.4228456575148373,2.4391591232119203,1.7954292479880682
2019,0.6208942599490115,2.4470738640150875,2.0995284306831734,3.8957896034185895,1.9367138419341388
2020,1.2840168996745427,1.997135657112502,2.789471499206141,3.1328543513593057,1.7965215926475087
